Time,SNR,Speed,RSSI,PDR,Relative_Speed,Scenario
47.6000000000004,9.76,12.67,-60.28,0.497348639246411,2.42924127793173,2
47.7000000000004,9.71,12.72,-60.33,0.487246631133756,2.37723446022916,2
47.8000000000004,9.66,12.74,-60.39,0.47711622639357,2.19179195911148,2
47.9000000000004,9.6,12.73,-60.45,0.46493136527054,2.05243882075612,2
48.0000000000004,9.54,12.74,-60.51,0.452726318069123,2.50143236522578,2
48.1000000000004,9.48,12.68,-60.57,0.440512695787231,2.41452682783626,2
48.2000000000004,9.42,12.73,-60.63,0.428302297472246,2.69777693808958,2
48.3000000000004,9.36,12.78,-60.7,0.416107077929576,2.40394816890922,2
48.4000000000004,9.29,12.77,-60.76,0.401914622776081,2.12393516644304,2
48.5000000000004,9.23,12.67,-60.83,0.389793833673809,2.45968062585777,2
48.6000000000004,9.16,12.76,-60.9,0.375721603740946,2.50234019093227,2
48.7000000000004,9.1,12.69,-60.96,0.3637325454299,2.02285184345663,2
48.8000000000004,9.03,12.72,-61.03,0.349847409885579,2.46032344778801,2
48.9000000000004,8.96,12.73,-61.1,0.33609050660675,2.58659826404165,2
49.0000000000004,8.89,12.71,-61.17,0.322480799851136,2.34961362094543,2
49.1000000000004,8.82,12.72,-61.24,0.309036930967795,2.28806869454607,2
49.2000000000004,8.75,12.72,-61.31,0.295777130537366,2.1103345717386,2
49.3000000000004,8.68,12.71,-61.39,0.282719131241072,2.22526282689132,2
49.4000000000004,8.61,12.73,-61.46,0.26988008218262,2.53808448611136,2
49.5000000000004,8.53,12.77,-61.53,0.255496095091196,2.03549585456327,2
49.6000000000004,8.46,12.69,-61.6,0.243180763242244,2.00242239890451,2
49.7000000000004,8.39,12.76,-61.68,0.231133566351806,2.08187855354976,2
49.8000000000004,8.32,12.76,-61.75,0.219368383477992,2.28459942702043,2
49.9000000000004,8.25,12.67,-61.82,0.207898120002846,2.22118753379239,2
50.0000000000004,8.17,12.7,-61.89,0.195165551677485,1.93907539966009,2
50.1000000000004,8.1,12.72,-61.96,0.184365832510088,2.2815144950682,2
50.2000000000004,8.03,12.68,-62.04,0.173894613778555,2.10575519072612,2
50.3000000000004,7.96,12.66,-62.11,0.163760193798073,2.2802972464936,2
50.4000000000004,7.88,12.66,-62.18,0.152599439582679,2.36171275661521,2
50.5000000000005,7.81,12.67,-62.25,0.143209007119896,2.09354685498296,2
50.6000000000005,7.74,12.73,-62.33,0.134173467130304,1.91077449002324,2
50.7000000000005,7.67,12.75,-62.4,0.12549598762764,2.66657992882269,2
50.8000000000005,7.59,12.71,-62.47,0.116019712959909,2.08530488248278,2
50.9000000000005,7.52,12.72,-62.54,0.108114377961341,2.32388578821479,2
51.0000000000005,7.45,12.7,-62.62,0.100568993597515,2.2054220322264,2
51.1000000000005,7.38,12.67,-62.69,0.093381673558021,2.25191555241412,2
51.2000000000005,7.31,12.67,-62.76,0.086549390140637,2.21446616542047,2
